phase,similarity,pair-id,game,tangrams,is_control,bin,p1_description,p2_description,tangram1_snd,tangram2_snd,interactive_phase_tangram,interactive_phase_snd,thread_avg_snd,tangram_A,tangram_B,context_id,thread_id,sim_A_interactive,sim_B_interactive,avg_sim_AB_interactive,jaccard_index,prepost_avg_snd
post,0.7493390440940857,41,EjMwd9NimSxSBR3t3,"['page4-238.svg', 'page6-202.svg']",False,7,cat sit traingle basis,chubby man face right pointy nose,0.9907407407407408,0.9888888888888888,page4-237,0.971851851851852,0.9838271604938272,page4-238,page6-202,3,1,0.7101567983627319,0.559388279914856,0.634772539138794,0.0,0.9898148148148148
pre,0.7786585688591003,42,EjMwd9NimSxSBR3t3,"['page8-30.svg', 'page7-76.svg']",False,5,man bowl,boat diamond,0.874074074074074,0.8485185185185186,page2-64,0.7185185185185186,0.8137037037037036,page8-30,page7-76,3,3,0.6299839019775391,0.6195262670516968,0.6247550845146179,0.0,0.8612962962962962
post,0.8664790391921997,42,EjMwd9NimSxSBR3t3,"['page8-30.svg', 'page7-76.svg']",False,5,man boat diamond head,boat diamond,0.874074074074074,0.8485185185185186,page2-64,0.7185185185185186,0.8137037037037036,page8-30,page7-76,3,3,0.6299839019775391,0.6195262670516968,0.6247550845146179,1.0,0.8612962962962962
pre,0.8481258153915405,43,EjMwd9NimSxSBR3t3,"['page1-5.svg', 'page1-38.svg']",True,6,chinese hat man,man triangle hat,0.825925925925926,0.8633333333333335,page5-193,0.9685185185185186,0.885925925925926,page1-5,page1-38,3,2,0.6642266511917114,0.6467574834823608,0.6554920673370361,0.6666666666666666,0.8446296296296297
post,0.9381204843521118,43,EjMwd9NimSxSBR3t3,"['page1-5.svg', 'page1-38.svg']",True,6,chinese hat man huge triangle hat,man chinese hat,0.825925925925926,0.8633333333333335,page5-193,0.9685185185185186,0.885925925925926,page1-5,page1-38,3,2,0.6642266511917114,0.6467574834823608,0.6554920673370361,1.0,0.8446296296296297
pre,0.7743735313415527,44,EjMwd9NimSxSBR3t3,"['page2-79.svg', 'page8-85.svg']",True,4,house chimney,animal look left,0.9222222222222222,0.8166666666666667,page7-106,0.9555555555555556,0.8981481481481483,page2-79,page8-85,3,4,0.5808337330818176,0.5303343534469604,0.555584043264389,0.0,0.8694444444444445
post,0.7621292471885681,44,EjMwd9NimSxSBR3t3,"['page2-79.svg', 'page8-85.svg']",True,4,big house chimney,animal face left,0.9222222222222222,0.8166666666666667,page7-106,0.9555555555555556,0.8981481481481483,page2-79,page8-85,3,4,0.5808337330818176,0.5303343534469604,0.555584043264389,0.0,0.8694444444444445
pre,0.8220933079719543,45,EjMwd9NimSxSBR3t3,"['page4-92.svg', 'page5-87.svg']",False,8,rooster,chicken look leave,0.8944444444444445,0.9333333333333332,page5-81,0.8444444444444444,0.8907407407407408,page4-92,page5-87,3,0,0.8656716346740723,0.6807140111923218,0.773192822933197,0.0,0.9138888888888889
post,0.8334070444107056,45,EjMwd9NimSxSBR3t3,"['page4-92.svg', 'page5-87.svg']",False,8,chicken right time,chicken face leave,0.8944444444444445,0.9333333333333332,page5-81,0.8444444444444444,0.8907407407407408,page4-92,page5-87,3,0,0.8656716346740723,0.6807140111923218,0.773192822933197,0.3333333333333333,0.9138888888888889
pre,0.7670261263847351,46,EjMwd9NimSxSBR3t3,"['page3-67.svg', 'page7-47.svg']",True,1,triangle hat pointy,big bird sesame street think scary big bird,0.9074074074074074,0.913888888888889,page2-191,0.9666666666666668,0.929320987654321,page3-67,page7-47,3,7,0.414842277765274,0.3938605189323425,0.4043513983488083,0.0,0.9106481481481482
post,0.8192291855812073,46,EjMwd9NimSxSBR3t3,"['page3-67.svg', 'page7-47.svg']",True,1,big triangle point,big scary bird lot downward point,0.9074074074074074,0.913888888888889,page2-191,0.9666666666666668,0.929320987654321,page3-67,page7-47,3,7,0.414842277765274,0.3938605189323425,0.4043513983488083,0.3333333333333333,0.9106481481481482
pre,0.7815027832984924,47,EjMwd9NimSxSBR3t3,"['page7-246.svg', 'page6-60.svg']",False,2,guy hat neck tie,skinny,0.9,0.977777777777778,page3-168,0.9111111111111112,0.9296296296296296,page7-246,page6-60,3,6,0.4825033545494079,0.45386803150177,0.468185693025589,0.0,0.938888888888889
post,0.7805027961730957,47,EjMwd9NimSxSBR3t3,"['page7-246.svg', 'page6-60.svg']",False,2,big tope triangle side little triangle,skinny,0.9,0.977777777777778,page3-168,0.9111111111111112,0.9296296296296296,page7-246,page6-60,3,6,0.4825033545494079,0.45386803150177,0.468185693025589,0.0,0.938888888888889
pre,0.8049348592758179,48,EjMwd9NimSxSBR3t3,"['page7-244.svg', 'page7-244.svg']",True,9,pointed foot rectangle,triangle huge face tiny hat,0.9592592592592591,0.9592592592592591,page7-244,0.9592592592592591,0.9592592592592591,page7-244,page7-244,3,9,1.0000001192092896,1.0000001192092896,1.0000001192092896,0.0,0.9592592592592591
post,0.8606551885604858,48,EjMwd9NimSxSBR3t3,"['page7-244.svg', 'page7-244.svg']",True,9,small rectsngle pointed triangle,pointy space tiny square head,0.9592592592592591,0.9592592592592591,page7-244,0.9592592592592591,0.9592592592592591,page7-244,page7-244,3,9,1.0000001192092896,1.0000001192092896,1.0000001192092896,0.0,0.9592592592592591
pre,0.708273708820343,49,EjMwd9NimSxSBR3t3,"['page4-140.svg', 'page4-128.svg']",False,3,house diaganol chimney,robot wave arm,0.9037037037037036,1.0,page2-189,0.9388888888888888,0.9475308641975309,page4-140,page4-128,3,5,0.5290096402168274,0.4733891189098358,0.5011993795633316,0.0,0.9518518518518517
post,0.7347244024276733,49,EjMwd9NimSxSBR3t3,"['page4-140.svg', 'page4-128.svg']",False,3,small house chimney house,robot guy wave arm,0.9037037037037036,1.0,page2-189,0.9388888888888888,0.9475308641975309,page4-140,page4-128,3,5,0.5290096402168274,0.4733891189098358,0.5011993795633316,0.0,0.9518518518518517
pre,0.8042346835136414,50,Qng8nEuXfNgRbuH3d,"['page4-89.svg', 'page6-172.svg']",False,5,person liftinf leg,man blast rear end,0.8796296296296295,0.7,page4-19,0.8555555555555557,0.8117283950617283,page4-89,page6-172,15,3,0.6319199204444885,0.5808057188987732,0.6063628196716309,0.0,0.7898148148148147
post,0.9067867994308472,50,Qng8nEuXfNgRbuH3d,"['page4-89.svg', 'page6-172.svg']",False,5,person lift leg,man walk right leg,0.8796296296296295,0.7,page4-19,0.8555555555555557,0.8117283950617283,page4-89,page6-172,15,3,0.6319199204444885,0.5808057188987732,0.6063628196716309,0.25,0.7898148148148147
pre,0.7675819993019104,51,Qng8nEuXfNgRbuH3d,"['page4-157.svg', 'page4-157.svg']",True,9,short fat rocketship,box triangle 2 triangle leg,0.9642857142857144,0.9642857142857144,page4-157,0.9642857142857144,0.9642857142857144,page4-157,page4-157,15,9,1.0000001192092896,1.0000001192092896,1.0000001192092896,0.0,0.9642857142857144
post,0.8518714308738708,51,Qng8nEuXfNgRbuH3d,"['page4-157.svg', 'page4-157.svg']",True,9,arrowhead pointing triangle foot,box triangle 2 triangle leg,0.9642857142857144,0.9642857142857144,page4-157,0.9642857142857144,0.9642857142857144,page4-157,page4-157,15,9,1.0000001192092896,1.0000001192092896,1.0000001192092896,0.4,0.9642857142857144
pre,0.7385625243186951,52,Qng8nEuXfNgRbuH3d,"['page2-37.svg', 'page6-100.svg']",True,3,gateway 2 door opening,kind triangle foot,0.9444444444444444,0.9388888888888888,page7-44,1.0,0.9611111111111112,page2-37,page6-100,15,5,0.5097864866256714,0.4998095631599426,0.504798024892807,0.0,0.9416666666666667
post,0.7700601816177368,52,Qng8nEuXfNgRbuH3d,"['page2-37.svg', 'page6-100.svg']",True,3,gateway 2 open door,wide pentagon point triangle foot,0.9444444444444444,0.9388888888888888,page7-44,1.0,0.9611111111111112,page2-37,page6-100,15,5,0.5097864866256714,0.4998095631599426,0.504798024892807,0.0,0.9416666666666667
pre,0.7556558847427368,53,Qng8nEuXfNgRbuH3d,"['page8-246.svg', 'page6-94.svg']",False,6,nazi symbol,fish swimming triangle point left right t,1.0,0.9462962962962962,page8-63,0.8388888888888889,0.928395061728395,page8-246,page6-94,15,2,0.7069205045700073,0.6495060920715332,0.6782132983207703,0.0,0.9731481481481481
post,0.7518238425254822,53,Qng8nEuXfNgRbuH3d,"['page8-246.svg', 'page6-94.svg']",False,6,chinese throw star skinny side,fish whale swimming,1.0,0.9462962962962962,page8-63,0.8388888888888889,0.928395061728395,page8-246,page6-94,15,2,0.7069205045700073,0.6495060920715332,0.6782132983207703,0.0,0.9731481481481481
pre,0.8667959570884705,54,Qng8nEuXfNgRbuH3d,"['page5-60.svg', 'page5-57.svg']",True,4,mountain distance,3 mountain,0.976851851851852,0.9592592592592591,page5-68,0.9194444444444446,0.9518518518518518,page5-60,page5-57,15,4,0.6024201512336731,0.5756174325942993,0.5890187919139862,0.5,0.9680555555555556
post,0.9067676067352296,54,Qng8nEuXfNgRbuH3d,"['page5-60.svg', 'page5-57.svg']",True,4,mountain distance,3 mountain range distance,0.976851851851852,0.9592592592592591,page5-68,0.9194444444444446,0.9518518518518518,page5-60,page5-57,15,4,0.6024201512336731,0.5756174325942993,0.5890187919139862,0.5,0.9680555555555556
pre,0.7656669020652771,55,Qng8nEuXfNgRbuH3d,"['page9-11.svg', 'page8-8.svg']",False,2,letter o,flower drooping ground,0.9907407407407408,0.9333333333333332,page8-180,0.977777777777778,0.967283950617284,page9-11,page8-8,2,6,0.4740647077560425,0.4659090638160705,0.4699868857860565,0.0,0.962037037037037
post,0.7802960872650146,55,Qng8nEuXfNgRbuH3d,"['page9-11.svg', 'page8-8.svg']",False,2,letter o,flower droop,0.9907407407407408,0.9333333333333332,page8-180,0.977777777777778,0.967283950617284,page9-11,page8-8,2,6,0.4740647077560425,0.4659090638160705,0.4699868857860565,0.0,0.962037037037037
pre,0.8037518858909607,56,Qng8nEuXfNgRbuH3d,"['page1-122.svg', 'page9-32.svg']",False,7,headless dog,llama,0.9166666666666669,1.0,page4-247,0.8444444444444447,0.9203703703703704,page1-122,page9-32,15,1,0.745894730091095,0.7123340368270874,0.7291143834590912,0.0,0.9583333333333335
post,0.8163666725158691,56,Qng8nEuXfNgRbuH3d,"['page1-122.svg', 'page9-32.svg']",False,7,headless horse,llama,0.9166666666666669,1.0,page4-247,0.8444444444444447,0.9203703703703704,page1-122,page9-32,15,1,0.745894730091095,0.7123340368270874,0.7291143834590912,0.0,0.9583333333333335
pre,0.767727792263031,57,Qng8nEuXfNgRbuH3d,"['page2-166.svg', 'page9-13.svg']",True,0,x stilt box triangle,letter k,0.977777777777778,0.8812169312169311,page7-17,0.977777777777778,0.9455908289241624,page2-166,page9-13,15,8,0.3836750388145447,0.3553621768951416,0.3695186078548431,0.0,0.9294973544973546
post,0.813165009021759,57,Qng8nEuXfNgRbuH3d,"['page2-166.svg', 'page9-13.svg']",True,0,letter x box triangle,letter k,0.977777777777778,0.8812169312169311,page7-17,0.977777777777778,0.9455908289241624,page2-166,page9-13,15,8,0.3836750388145447,0.3553621768951416,0.3695186078548431,0.5,0.9294973544973546
pre,0.7787872552871704,58,Qng8nEuXfNgRbuH3d,"['page1-148.svg', 'page6-9.svg']",True,8,head baby yoda,upper view bird fly,0.977777777777778,0.9333333333333332,page5-122,0.9333333333333332,0.9481481481481482,page1-148,page6-9,4,0,0.7666729688644409,0.3817015886306762,0.5741872787475586,0.0,0.9555555555555556
post,0.7799817323684692,58,Qng8nEuXfNgRbuH3d,"['page1-148.svg', 'page6-9.svg']",True,8,baby yoda head letter y triangle,bird flying view,0.977777777777778,0.9333333333333332,page5-122,0.9333333333333332,0.9481481481481482,page1-148,page6-9,4,0,0.7666729688644409,0.3817015886306762,0.5741872787475586,0.0,0.9555555555555556
pre,0.7895544767379761,59,Qng8nEuXfNgRbuH3d,"['page1-63.svg', 'page1-55.svg']",False,1,christmas tree,heart,0.9703703703703702,0.9092592592592592,page6-113,0.9805555555555556,0.9533950617283948,page1-63,page1-55,4,7,0.4373520612716675,0.4241958260536194,0.4307739436626434,0.0,0.9398148148148147
post,0.760750949382782,59,Qng8nEuXfNgRbuH3d,"['page1-63.svg', 'page1-55.svg']",False,1,christmas tret,heart flat stand,0.9703703703703702,0.9092592592592592,page6-113,0.9805555555555556,0.9533950617283948,page1-63,page1-55,4,7,0.4373520612716675,0.4241958260536194,0.4307739436626434,0.0,0.9398148148148147
pre,0.7980896234512329,60,EptBuMXcjEDCkn4r4,"['page6-243.svg', 'page3-52.svg']",True,2,upright knife,upside y,0.9796296296296296,1.0,page3-110,0.9925925925925926,0.9907407407407408,page6-243,page3-52,7,6,0.4521395564079284,0.4511509835720062,0.4516452699899673,0.0,0.9898148148148148
post,0.798035740852356,60,EptBuMXcjEDCkn4r4,"['page6-243.svg', 'page3-52.svg']",True,2,upright knife,upside y,0.9796296296296296,1.0,page3-110,0.9925925925925926,0.9907407407407408,page6-243,page3-52,7,6,0.4521395564079284,0.4511509835720062,0.4516452699899673,0.0,0.9898148148148148
pre,0.7946436405181885,61,EptBuMXcjEDCkn4r4,"['page3-8.svg', 'page1-76.svg']",True,6,triangle sunglass,flat,0.9537037037037038,0.8777777777777777,page4-249,0.9277777777777778,0.9197530864197532,page3-8,page1-76,7,2,0.6818321943283081,0.6230530738830566,0.6524426341056824,0.0,0.9157407407407407
post,0.7716449499130249,61,EptBuMXcjEDCkn4r4,"['page3-8.svg', 'page1-76.svg']",True,6,sunglass,flat 4 leg,0.9537037037037038,0.8777777777777777,page4-249,0.9277777777777778,0.9197530864197532,page3-8,page1-76,7,2,0.6818321943283081,0.6230530738830566,0.6524426341056824,0.0,0.9157407407407407
pre,0.7598820924758911,62,EptBuMXcjEDCkn4r4,"['page4-96.svg', 'page1-178.svg']",False,7,pan handle,boat crane face right,1.0,0.9592592592592591,page4-97,0.9685185185185186,0.975925925925926,page4-96,page1-178,7,1,0.7280892133712769,0.4796136915683746,0.6038514524698257,0.0,0.9796296296296296
post,0.7919983267784119,62,EptBuMXcjEDCkn4r4,"['page4-96.svg', 'page1-178.svg']",False,7,pot handle,golf club,1.0,0.9592592592592591,page4-97,0.9685185185185186,0.975925925925926,page4-96,page1-178,7,1,0.7280892133712769,0.4796136915683746,0.6038514524698257,0.0,0.9796296296296296
pre,0.7533215284347534,63,EptBuMXcjEDCkn4r4,"['page6-50.svg', 'page6-96.svg']",False,1,xmas tree,bird fly straight,0.977777777777778,0.977777777777778,page7-251,0.9907407407407408,0.9820987654320988,page6-50,page6-96,7,7,0.4226081967353821,0.3994392156600952,0.4110237061977386,0.0,0.977777777777778
post,0.7751689553260803,63,EptBuMXcjEDCkn4r4,"['page6-50.svg', 'page6-96.svg']",False,1,christmas tree jagged,bird fly 2 wing triangle,0.977777777777778,0.977777777777778,page7-251,0.9907407407407408,0.9820987654320988,page6-50,page6-96,7,7,0.4226081967353821,0.3994392156600952,0.4110237061977386,0.0,0.977777777777778
pre,0.7737646698951721,64,EptBuMXcjEDCkn4r4,"['page3-41.svg', 'page6-124.svg']",True,4,bat,downward arrow,0.8444444444444444,1.0,page7-161,0.9703703703703704,0.9382716049382716,page3-41,page6-124,7,4,0.5836679935455322,0.5381977558135986,0.5609328746795654,0.0,0.9222222222222223
post,0.7662219405174255,64,EptBuMXcjEDCkn4r4,"['page3-41.svg', 'page6-124.svg']",True,4,bat,downward face arrow white rectangle middle,0.8444444444444444,1.0,page7-161,0.9703703703703704,0.9382716049382716,page3-41,page6-124,7,4,0.5836679935455322,0.5381977558135986,0.5609328746795654,0.0,0.9222222222222223
pre,0.7872738838195801,65,EptBuMXcjEDCkn4r4,"['page1-85.svg', 'page7-185.svg']",False,0,rocket,golf club,0.977777777777778,0.977777777777778,page7-234,0.977777777777778,0.977777777777778,page1-85,page7-185,7,8,0.3474637866020202,0.3337922096252441,0.3406279981136322,0.0,0.977777777777778
post,0.7733567357063293,65,EptBuMXcjEDCkn4r4,"['page1-85.svg', 'page7-185.svg']",False,0,arrow face,golf club club,0.977777777777778,0.977777777777778,page7-234,0.977777777777778,0.977777777777778,page1-85,page7-185,7,8,0.3474637866020202,0.3337922096252441,0.3406279981136322,0.0,0.977777777777778
pre,0.8033825755119324,66,EptBuMXcjEDCkn4r4,"['page3-198.svg', 'page3-198.svg']",True,9,pray man,person robe face leave,0.937037037037037,0.937037037037037,page3-198,0.937037037037037,0.937037037037037,page3-198,page3-198,7,9,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.0,0.937037037037037
post,0.9999963641166688,66,EptBuMXcjEDCkn4r4,"['page3-198.svg', 'page3-198.svg']",True,9,pray man,pray man,0.937037037037037,0.937037037037037,page3-198,0.937037037037037,0.937037037037037,page3-198,page3-198,7,9,0.9999999403953552,0.9999999403953552,0.9999999403953552,1.0,0.937037037037037
pre,0.7588604688644409,67,EptBuMXcjEDCkn4r4,"['page7-172.svg', 'page6-117.svg']",True,5,slanted f,bottle opener,0.9222222222222222,0.962962962962963,page6-52,1.0,0.9617283950617284,page7-172,page6-117,7,3,0.6251990795135498,0.5420284271240234,0.5836137533187866,0.0,0.9425925925925926
post,0.7405310869216919,67,EptBuMXcjEDCkn4r4,"['page7-172.svg', 'page6-117.svg']",True,5,f,bottle opener sideways wrench,0.9222222222222222,0.962962962962963,page6-52,1.0,0.9617283950617284,page7-172,page6-117,7,3,0.6251990795135498,0.5420284271240234,0.5836137533187866,0.0,0.9425925925925926
pre,0.8591284155845642,68,EptBuMXcjEDCkn4r4,"['page3-207.svg', 'page6-171.svg']",False,8,person run left,walk man,0.7388888888888889,0.4148148148148148,page4-16,0.8407407407407407,0.6648148148148149,page3-207,page6-171,7,0,0.7851440906524658,0.7525508403778076,0.7688474655151367,0.0,0.5768518518518518
post,0.8378705978393555,68,EptBuMXcjEDCkn4r4,"['page3-207.svg', 'page6-171.svg']",False,8,run man,hunch man walk right,0.7388888888888889,0.4148148148148148,page4-16,0.8407407407407407,0.6648148148148149,page3-207,page6-171,7,0,0.7851440906524658,0.7525508403778076,0.7688474655151367,0.25,0.5768518518518518
pre,0.7429696321487427,69,EptBuMXcjEDCkn4r4,"['page1-42.svg', 'page7-216.svg']",False,3,t tree,sword face diamond,0.9333333333333332,1.0,page1-82,0.9333333333333332,0.9555555555555554,page1-42,page7-216,7,5,0.4978068470954895,0.4628355503082275,0.4803211987018585,0.0,0.9666666666666666
post,0.7420205473899841,69,EptBuMXcjEDCkn4r4,"['page1-42.svg', 'page7-216.svg']",False,3,t,sword face diamond,0.9333333333333332,1.0,page1-82,0.9333333333333332,0.9555555555555554,page1-42,page7-216,7,5,0.4978068470954895,0.4628355503082275,0.4803211987018585,0.0,0.9666666666666666
pre,0.8144592642784119,70,JgpDLMrAjki4iqFid,"['page1-157.svg', 'page6-13.svg']",True,4,man arm square head,look vaguely bird square figure jut,0.9333333333333332,0.977777777777778,page3-24,0.9388888888888888,0.95,page1-157,page6-13,19,4,0.5525133013725281,0.4774896502494812,0.5150014758110046,0.1666666666666666,0.9555555555555556
post,0.7981034517288208,70,JgpDLMrAjki4iqFid,"['page1-157.svg', 'page6-13.svg']",True,4,man square head arm stick,bird shape jut right,0.9333333333333332,0.977777777777778,page3-24,0.9388888888888888,0.95,page1-157,page6-13,19,4,0.5525133013725281,0.4774896502494812,0.5150014758110046,0.0,0.9555555555555556
pre,0.7774659991264343,71,JgpDLMrAjki4iqFid,"['page3-130.svg', 'page5-165.svg']",False,2,tooth point left,cactus arrow,0.9277777777777776,0.7777777777777777,page7-59,0.9685185185185186,0.891358024691358,page3-130,page5-165,19,6,0.4550044536590576,0.4480232298374176,0.4515138417482376,0.0,0.8527777777777776
post,0.7666488289833069,71,JgpDLMrAjki4iqFid,"['page3-130.svg', 'page5-165.svg']",False,2,tooth shape thing point right,cactus,0.9277777777777776,0.7777777777777777,page7-59,0.9685185185185186,0.891358024691358,page3-130,page5-165,19,6,0.4550044536590576,0.4480232298374176,0.4515138417482376,0.0,0.8527777777777776
pre,0.8354240655899048,72,JgpDLMrAjki4iqFid,"['page2-112.svg', 'page2-112.svg']",True,9,diamond shape,funnel balance square sideways diamond,0.972222222222222,0.972222222222222,page2-112,0.972222222222222,0.972222222222222,page2-112,page2-112,19,9,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.2,0.972222222222222
