key,pair0_image_sim,pair1_image_sim,gt,eq,lt,human_judgement,pair0_phase2_image,pair0_phase3_image,pair1_phase2_image,pair1_phase3_image,sim_diff
6qLtgkpTwBT2rNiRzI8L,0.092425912618637,0.0370313227176666,0,1,0,0.0,page1-40.svg,page5-59.svg,page7-166.svg,page2-143.svg,0.055394589900970403
6rTR2eDnsg47M6xS89w8,0.5137015581130981,0.7056130170822144,0,0,1,-1.0,page7-132.svg,page8-213.svg,page4-5.svg,page5-252.svg,-0.1919114589691162
6zBhYE67B2xGntubCm6e,0.5878552794456482,-0.2138645201921463,0,1,0,0.0,page7-209.svg,page5-37.svg,page8-22.svg,page4-176.svg,0.8017197996377945
6zJuaeRvYXIpV7PzPyig,-0.0165483094751834,0.4825998842716217,0,0,1,-1.0,page5-151.svg,page2-19.svg,page4-22.svg,page5-249.svg,-0.4991481937468051
73dJKpR5uLrrFEwsRlyM,0.7482473254203796,0.0003057821886613,1,0,0,1.0,page2-54.svg,page3-60.svg,page1-27.svg,page6-163.svg,0.7479415432317184
76fdVCpzrOWeG7acEAzB,0.1649612784385681,0.0552372448146343,1,0,0,1.0,page6-111.svg,page6-234.svg,page7-234.svg,page7-15.svg,0.10972403362393379
78WIzsdSxIM3Ihg0QiiA,0.5159763097763062,0.0986324697732925,1,0,0,1.0,page3-95.svg,page5-60.svg,page6-177.svg,page1-113.svg,0.41734384000301367
7BjY3JDpfcurSX2WJfuo,-0.1880222409963607,0.515082061290741,0,0,1,-1.0,page8-63.svg,page9-11.svg,page1-165.svg,page1-37.svg,-0.7031043022871016
7JJLwOIf13N18OuwzTRR,0.4686114192008972,-0.165421113371849,1,0,0,1.0,page1-78.svg,page4-18.svg,page7-135.svg,page5-71.svg,0.6340325325727463
7KLimUwDqV3TMOytKaPI,-0.0281624719500541,0.3023726642131805,0,0,1,-1.0,page8-180.svg,page9-32.svg,page-D.svg,page4-89.svg,-0.3305351361632346
7MCkPoW6dydRbTrPpe09,0.4285724461078644,0.2238707244396209,1,0,0,1.0,page-F.svg,page-G.svg,page1-31.svg,page5-193.svg,0.2047017216682435
7NPGBv3N5ciKuZgO42aa,0.3994410634040832,0.5478112697601318,1,0,0,1.0,page6-72.svg,page6-234.svg,page2-155.svg,page7-236.svg,-0.14837020635604864
7Nj4NETMFtxWpHSioHB5,0.5582424402236938,0.6072219014167786,1,0,0,1.0,page2-146.svg,page5-207.svg,page4-220.svg,page8-215.svg,-0.04897946119308472
7O3bbHW2e0wQdIgdzI5c,0.7889203429222107,0.7690582275390625,0,0,1,-1.0,page6-181.svg,page6-173.svg,page4-156.svg,page3-66.svg,0.019862115383148193
7Osqs6GOGIFgZxRnRaIV,1.0,0.745482325553894,1,0,0,1.0,page6-171.svg,page6-171.svg,page3-198.svg,page4-11.svg,0.25451767444610596
7SHDIlhlI5nBAF9Kt57k,-0.1728113442659378,-0.0240478496998548,0,1,0,0.0,page7-251.svg,page3-70.svg,page6-173.svg,page4-227.svg,-0.148763494566083
7YTNxGOyMOGkDWKS8S2q,0.7187355756759644,0.7632442116737366,0,1,0,0.0,page6-171.svg,page6-172.svg,page5-58.svg,page7-15.svg,-0.04450863599777222
7a852nsJrUGtAWGTv2O3,-0.0641314908862114,0.0905226394534111,0,1,0,0.0,page2-48.svg,page4-56.svg,page6-159.svg,page1-90.svg,-0.1546541303396225
7cdhlXEAzCNZgwm3741s,0.3674854934215545,0.5153781771659851,0,1,0,0.0,page6-245.svg,page1-162.svg,page7-165.svg,page7-103.svg,-0.1478926837444306
7dKBVm0ZjPiJCbt4kXjk,0.1370385885238647,0.6294314861297607,1,0,0,1.0,page4-64.svg,page5-106.svg,page6-78.svg,page8-56.svg,-0.49239289760589605
7dsnjwdWzbws2qY6dxrq,-0.0004017933097202,0.6687096357345581,0,0,1,-1.0,page7-202.svg,page3-70.svg,page5-63.svg,page1-16.svg,-0.6691114290442783
7ecD6a8UI4Tx1GBtjAcz,0.0232149418443441,0.0612600222229957,0,1,0,0.0,page4-93.svg,page7-198.svg,page9-34.svg,page2-170.svg,-0.038045080378651605
7fB1Lrct8DgWU5tWtwAs,-0.1062476336956024,0.5516247153282166,0,0,1,-1.0,page6-83.svg,page4-157.svg,page1-54.svg,page6-107.svg,-0.657872349023819
7hvRajcbJ8jqP88Sacg5,0.3503874838352203,0.0434154793620109,1,0,0,1.0,page8-188.svg,page2-88.svg,page2-158.svg,page3-37.svg,0.3069720044732094
7iGy7r6NJ7iFJ9AUvsG1,-0.1514324247837066,0.5588459372520447,0,0,1,-1.0,page6-171.svg,page7-107.svg,page2-86.svg,page1-13.svg,-0.7102783620357513
7jmuIifj1sBtYBskvdIh,0.0691528171300888,0.0548205822706222,0,1,0,0.0,page4-190.svg,page7-96.svg,page6-198.svg,page1-51.svg,0.014332234859466608
7jrXB9CX33yyog3Mmtmx,0.6894433498382568,0.7280892729759216,0,0,1,-1.0,page5-86.svg,page9-32.svg,page4-97.svg,page4-96.svg,-0.038645923137664795
7lY4E378OEshy6PNrQTa,0.024576760828495,0.5385257601737976,0,0,1,-1.0,page8-240.svg,page4-51.svg,page7-166.svg,page4-233.svg,-0.5139489993453026
7mNRwd0pqhqJwmExSMDi,0.7525508403778076,0.0336441360414028,1,0,0,1.0,page4-16.svg,page6-171.svg,page6-171.svg,page2-157.svg,0.7189067043364048
7tDBKe9eE516mWNJKZvw,0.0017236252315342,0.3629929721355438,0,0,1,-1.0,page4-247.svg,page9-11.svg,page5-220.svg,page2-21.svg,-0.36126934690400964
7vKKdKLbQWwgRTiOHRHk,0.5056904554367065,-0.0401464030146598,1,0,0,1.0,page7-14.svg,page8-192.svg,page5-235.svg,page5-229.svg,0.5458368584513663
7xY9UouO20yboG2zX47C,0.108030617237091,0.7525508403778076,0,0,1,-1.0,page7-154.svg,page8-77.svg,page4-16.svg,page6-171.svg,-0.6445202231407167
7zdEyh5aon2YvPkWKVrz,-0.0304639395326375,-0.0142534766346216,0,1,0,0.0,page1-114.svg,page2-173.svg,page7-15.svg,page2-170.svg,-0.0162104628980159
83TC8ZrLoVWDeOy8pDn1,0.0206278432160615,0.5106699466705322,0,1,0,0.0,page4-248.svg,page6-202.svg,page2-15.svg,page1-29.svg,-0.49004210345447075
84uG59Y2EVohKmnZGVRM,0.0884959176182746,0.0286571308970451,1,0,0,1.0,page1-125.svg,page6-52.svg,page5-57.svg,page9-13.svg,0.059838786721229505
8AXlXNLQNa3XrVG97okF,1.0,0.1305605918169021,1,0,0,1.0,page4-103.svg,page4-103.svg,page3-24.svg,page6-149.svg,0.8694394081830978
8EIhouc1NOlB4B16ejDg,0.2642227113246918,-0.0596622489392757,1,0,0,1.0,page5-102.svg,page1-25.svg,page8-142.svg,page5-85.svg,0.32388496026396746
8GFpml3z78dbLMYon3go,-0.0511630363762378,0.4670010209083557,0,0,1,-1.0,page3-95.svg,page2-39.svg,page7-69.svg,page4-185.svg,-0.5181640572845935
8Lhmy10JNeWdJONotc8N,-0.1364724040031433,0.0649237185716629,0,1,0,0.0,page3-32.svg,page4-89.svg,page9-7.svg,page1-114.svg,-0.2013961225748062
8UNVXZJE1vJmayXHbMDR,0.134474515914917,0.4998095333576202,0,0,1,-1.0,page8-199.svg,page7-71.svg,page7-44.svg,page6-100.svg,-0.3653350174427032
8VqHJvZmRf5anSf1DJxs,0.5090763568878174,0.0599755644798278,0,1,0,0.0,page4-103.svg,page1-9.svg,page-C.svg,page2-72.svg,0.4491007924079896
8XzYBmL1ifCLvey80grW,0.6761398911476135,-0.0038507159333676,1,0,0,1.0,page5-85.svg,page5-96.svg,page9-27.svg,page6-121.svg,0.6799906070809811
8c8MMnFFqjGPrPLFAhbt,0.1746394336223602,0.456815242767334,0,0,1,-1.0,page5-28.svg,page4-203.svg,page8-129.svg,page4-177.svg,-0.28217580914497375
8jiDA6iHgHCZj6oLeJe2,-0.1920099556446075,0.7851441502571106,0,0,1,-1.0,page6-245.svg,page7-35.svg,page4-16.svg,page3-207.svg,-0.9771541059017181
8rs1W2ftBI0V3yMCGCkG,0.5239318609237671,0.0755184516310691,1,0,0,1.0,page3-167.svg,page2-188.svg,page1-65.svg,page2-37.svg,0.448413409292698
8spaEmC8AkBAMx9LfSzM,-0.1093092188239097,0.3395117521286011,0,1,0,0.0,page3-193.svg,page5-87.svg,page6-92.svg,page2-145.svg,-0.4488209709525108
8vAwn9XarklJyCUntrYj,0.4877550303936004,0.0265134964138269,0,1,0,0.0,page2-187.svg,page3-46.svg,page4-140.svg,page1-66.svg,0.4612415339797735
92pFWl7SwyRxfzRMnUVV,0.0529444068670272,0.5325391888618469,0,0,1,-1.0,page2-157.svg,page9-13.svg,page7-10.svg,page7-4.svg,-0.47959478199481975
946MhdRmAlStXHGi5ojt,0.0522214695811271,0.3814444541931152,1,0,0,1.0,page6-135.svg,page7-32.svg,page7-191.svg,page4-157.svg,-0.32922298461198807
99SMW8yemBPE9GToQwPU,-0.0900371894240379,0.7932477593421936,0,0,1,-1.0,page1-125.svg,page4-103.svg,page6-83.svg,page6-155.svg,-0.8832849487662315
9BQtrfApPrqNRi0FilPH,0.7707220315933228,0.7171453833580017,1,0,0,1.0,page1-90.svg,page2-157.svg,page6-179.svg,page6-173.svg,0.053576648235321045
9CVE8f3f4gJINAt1I3wn,1.0,0.4000606536865234,1,0,0,1.0,page3-170.svg,page3-170.svg,page6-158.svg,page4-227.svg,0.5999393463134766
9DAtAloAmrCZRB4amO52,0.4252964556217193,0.1245914250612258,1,0,0,1.0,page7-252.svg,page4-212.svg,page5-244.svg,page6-163.svg,0.3007050305604935
9DaySXTymF4SpPrFSGf2,0.4406062662601471,0.0822039768099784,0,1,0,0.0,page7-219.svg,page8-217.svg,page8-199.svg,page1-76.svg,0.3584022894501687
9Dc8SlT8KxBz0wFx4Kv9,0.8656717538833618,1.0,0,0,1,-1.0,page4-92.svg,page5-81.svg,page4-239.svg,page4-239.svg,-0.13432824611663818
9ETSmhJkyMj1Eu4jrxjR,-0.000272920995485,0.4386852085590362,0,1,0,0.0,page7-122.svg,page2-32.svg,page8-217.svg,page5-85.svg,-0.4389581295545212
9FXvBPoFL5784qTQlgGO,0.1906260251998901,-0.0637699589133262,0,1,0,0.0,page4-60.svg,page7-145.svg,page5-58.svg,page9-25.svg,0.2543959841132163
9JDy00ed2DiNDAA1dblm,0.717285692691803,0.5704220533370972,0,0,1,-1.0,page4-11.svg,page7-86.svg,page7-216.svg,page6-27.svg,0.1468636393547058
9OVEO3nsXwH5sx0o7asE,0.7889203429222107,-0.1034803688526153,1,0,0,1.0,page6-181.svg,page6-173.svg,page2-105.svg,page4-194.svg,0.892400711774826
9OZbKw7px5xe52EELW4w,0.4927127957344055,0.6197600364685059,1,0,0,1.0,page3-171.svg,page6-204.svg,page6-78.svg,page4-16.svg,-0.12704724073410034
9SFNXShWoELZxnXziOd1,-0.053434632718563,-0.0402004942297935,0,0,1,-1.0,page6-155.svg,page7-86.svg,page3-44.svg,page5-33.svg,-0.013234138488769497
9UhM3lbjo22CaKBVwXC7,0.4738615453243255,0.7932477593421936,0,0,1,-1.0,page7-164.svg,page8-213.svg,page6-83.svg,page6-155.svg,-0.3193862140178681
9VM0r2B4Zw6uKcJXzFJW,0.5552675724029541,0.1948126554489135,1,0,0,1.0,page4-202.svg,page4-214.svg,page8-222.svg,page3-60.svg,0.36045491695404064
9Va59fuVfTaVoLR3GzP2,0.41524139046669,-0.1158231198787689,1,0,0,1.0,page7-92.svg,page4-135.svg,page4-239.svg,page8-165.svg,0.5310645103454589
9cn4tPaOy4nSN69Vsqi0,0.745482325553894,0.7851441502571106,1,0,0,1.0,page4-11.svg,page3-198.svg,page4-16.svg,page3-207.svg,-0.03966182470321655
9e9pTxkU0okQMYG4NTsE,-0.0846378952264785,0.4352367520332336,0,1,0,0.0,page3-35.svg,page4-92.svg,page2-47.svg,page6-34.svg,-0.5198746472597121
9f30EWaCY4vuNSAAvmuZ,0.6740425825119019,0.6319199800491333,1,0,0,1.0,page1-110.svg,page1-65.svg,page4-19.svg,page4-89.svg,0.042122602462768555
9pjKEvT8aAprvd65Cl4D,0.0777123197913169,0.0133977644145488,0,0,1,-1.0,page4-89.svg,page9-15.svg,page1-178.svg,page3-54.svg,0.0643145553767681
9py1AYeQ2Dqv33PHNNUs,0.6693845391273499,0.0172793380916118,1,0,0,1.0,page2-158.svg,page6-83.svg,page2-67.svg,page6-142.svg,0.6521052010357381
9xqTvyiol1bv6QbOqBoR,-0.0273943524807691,0.5263141989707947,0,0,1,-1.0,page8-166.svg,page1-10.svg,page1-165.svg,page1-54.svg,-0.5537085514515637
9y3NADUK4yfuzngbCrWl,-0.034764789044857,0.5455963015556335,0,0,1,-1.0,page3-170.svg,page6-173.svg,page7-14.svg,page5-86.svg,-0.5803610906004906
A8HKQspFD9wbRxQIO5ZN,0.139769971370697,0.7730507850646973,0,0,1,-1.0,page7-79.svg,page6-160.svg,page3-95.svg,page3-71.svg,-0.6332808136940002
A9FWMhtbqwX8J7mnvwrv,1.0,0.065283678472042,1,0,0,1.0,page5-40.svg,page5-40.svg,page8-249.svg,page3-198.svg,0.934716321527958
ABYiZ4glmEECPGkNRVmP,0.5979276299476624,-0.1510594636201858,1,0,0,1.0,page7-105.svg,page1-49.svg,page8-179.svg,page6-142.svg,0.7489870935678482
AE7b1mgn4zqCgUwmqJys,-0.1612859368324279,0.0540200695395469,0,1,0,0.0,page6-52.svg,page5-143.svg,page8-156.svg,page3-188.svg,-0.21530600637197478
ALPucNcal9fZ4z5gQ25m,-0.0871781408786773,0.0315740518271923,0,1,0,0.0,page8-190.svg,page8-179.svg,page1-171.svg,page3-23.svg,-0.11875219270586959
AVQknpgwF9msU3OnDrHC,0.5037379860877991,-0.1233647689223289,1,0,0,1.0,page7-158.svg,page7-119.svg,page3-47.svg,page7-247.svg,0.627102755010128
AVVI9NKbixE3tepwnZTJ,0.0036037010140717,0.3098478615283966,0,0,1,-1.0,page5-57.svg,page2-166.svg,page8-156.svg,page7-17.svg,-0.3062441605143249
AVgbKSymW2bLKip4nUs9,0.5252518057823181,0.6409246921539307,0,0,1,-1.0,page6-240.svg,page6-73.svg,page9-20.svg,page8-169.svg,-0.11567288637161255
AWBkDHFTe4Xktinjm7c8,0.5957608819007874,0.5693606734275818,1,0,0,1.0,page2-20.svg,page2-21.svg,page5-89.svg,page8-204.svg,0.026400208473205566
Aa1TkX8nRnFzKECJlB7G,0.1537511646747589,0.1783565282821655,0,0,1,-1.0,page4-16.svg,page6-94.svg,page4-92.svg,page5-65.svg,-0.02460536360740659
AexTXJHC0x4t45dK6vAq,0.600763738155365,0.6554697155952454,0,0,1,-1.0,page1-66.svg,page9-42.svg,page1-162.svg,page6-168.svg,-0.05470597743988037
Ag8yUHXE3SRIH03OtF5A,-0.241857424378395,0.6069480776786804,0,0,1,-1.0,page7-102.svg,page8-165.svg,page8-236.svg,page7-188.svg,-0.8488055020570754
Aixph2SUjuGefzc3J4kl,-0.0282824821770191,0.742436408996582,0,0,1,-1.0,page4-11.svg,page3-8.svg,page7-105.svg,page7-96.svg,-0.7707188911736012
AmGmjjkWNAQWGLTKWtMx,0.0717378482222557,0.6021652221679688,0,0,1,-1.0,page7-166.svg,page3-66.svg,page1-142.svg,page3-54.svg,-0.530427373945713
Ar9CVjHW6xYbR6NSoZ6H,1.0,0.1182188615202903,1,0,0,1.0,page5-63.svg,page5-63.svg,page4-150.svg,page7-24.svg,0.8817811384797097
As4rdb8RZerB9B9xg7Wc,-0.0886657759547233,0.4358140528202057,0,0,1,-1.0,page2-157.svg,page5-33.svg,page6-205.svg,page7-33.svg,-0.524479828774929
AtMlJ14qfHCA9tgTcVUd,0.6495060920715332,0.6841850876808167,0,0,1,-1.0,page6-94.svg,page8-63.svg,page6-177.svg,page2-143.svg,-0.03467899560928345
B07lKB38Isl45TBfJOlx,-0.1293074935674667,0.1150550469756126,0,0,1,-1.0,page3-23.svg,page3-145.svg,page2-166.svg,page4-239.svg,-0.24436254054307932
B0A7wUym0tsyRev88gGB,-0.1609900593757629,0.7171453833580017,0,0,1,-1.0,page8-235.svg,page7-247.svg,page6-173.svg,page6-179.svg,-0.8781354427337646
B3PmH1Oh5iSpcy3iJXb9,0.2994115352630615,0.4620567858219147,1,0,0,1.0,page6-28.svg,page6-179.svg,page2-26.svg,page7-71.svg,-0.16264525055885315
B8IrUsne1yi37pNDQM5J,0.5180691480636597,0.0164716616272926,1,0,0,1.0,page2-4.svg,page1-31.svg,page6-141.svg,page7-52.svg,0.501597486436367
B8Qiggyj9kckpBMc9WR1,0.4608204662799835,0.7041319608688354,0,0,1,-1.0,page6-141.svg,page2-26.svg,page7-41.svg,page7-35.svg,-0.24331149458885193
B8R4vN6BKDwq0V7lM2Sh,0.6070743799209595,-0.0064569520764052,1,0,0,1.0,page1-97.svg,page2-182.svg,page4-243.svg,page7-13.svg,0.6135313319973646
BAv1a2BHhzUPXkL8LnmG,-0.0695189535617828,0.4047897756099701,0,0,1,-1.0,page5-121.svg,page1-76.svg,page7-72.svg,page1-70.svg,-0.4743087291717529
BBH09KIjjzmZV3Ex9hwN,0.0302473846822977,0.1748814880847931,0,0,1,-1.0,page1-105.svg,page2-80.svg,page5-132.svg,page9-31.svg,-0.14463410340249538
BCBNz0JbpgIgUtfNoEcu,0.6559743285179138,0.7851441502571106,1,0,0,1.0,page3-198.svg,page-D.svg,page4-16.svg,page3-207.svg,-0.12916982173919678
BCRrGfplzM6kk7EE3wh7,0.1505316197872162,0.6367610692977905,0,0,1,-1.0,page1-63.svg,page1-157.svg,page2-157.svg,page2-131.svg,-0.48622944951057434
BHG1XW4b2Htrj1BWKXer,0.28255495429039,-0.0672580525279045,0,0,1,-1.0,page3-60.svg,page3-124.svg,page6-155.svg,page3-145.svg,0.3498130068182945
BJO1R13G6Zsz93tVnWL3,0.7483453750610352,-0.1622138768434524,1,0,0,1.0,page8-240.svg,page5-87.svg,page6-43.svg,page6-171.svg,0.9105592519044876
BJt10bqFHPt4EEJqK9GF,0.0906551107764244,1.0,0,0,1,-1.0,page6-168.svg,page5-162.svg,page7-88.svg,page7-88.svg,-0.9093448892235756
BSlbOyCddOl3VTkfs6Rn,0.0470465645194053,0.3687168955802917,0,0,1,-1.0,page8-217.svg,page7-46.svg,page3-193.svg,page5-220.svg,-0.3216703310608864
BXwTXKezLcLFMlIu430x,0.7143585681915283,0.0239914152771234,1,0,0,1.0,page5-134.svg,page3-8.svg,page4-34.svg,page2-88.svg,0.6903671529144049
BaFLT9JAi3DWmLKb3vpV,-0.1875617951154709,0.7851441502571106,0,0,1,-1.0,page7-80.svg,page1-54.svg,page4-16.svg,page3-207.svg,-0.9727059453725815
Be1huNWCrMHbdmatKJYD,-0.1355732381343841,0.4740646779537201,0,0,1,-1.0,page3-168.svg,page4-128.svg,page9-11.svg,page8-180.svg,-0.6096379160881042
Bf6CHpO9I2CLBaWGGMqZ,0.095189519226551,0.1483884304761886,1,0,0,1.0,page7-36.svg,page6-117.svg,page4-11.svg,page7-10.svg,-0.053198911249637604
BgYjtuSGMKN9cf4YlxYv,-0.1791463047266006,0.6887171864509583,0,0,1,-1.0,page3-37.svg,page3-12.svg,page5-58.svg,page5-57.svg,-0.8678634911775589
BmfGLJSveRzfeDhbvOvj,1.0,0.6559743285179138,1,0,0,1.0,page5-121.svg,page5-121.svg,page3-198.svg,page-D.svg,0.3440256714820862
BwXXGxBIqZJrncuWMpvt,1.0,-0.1527482122182846,1,0,0,1.0,page6-181.svg,page6-181.svg,page6-122.svg,page3-20.svg,1.1527482122182846
Bz7BhK5g0DBRseDNNHiq,0.0567031577229499,0.4158475995063782,0,1,0,0.0,page6-181.svg,page8-240.svg,page4-190.svg,page3-73.svg,-0.3591444417834283
C8RedPdxWYodEqFkI4jp,0.6458542943000793,0.5588459372520447,0,1,0,0.0,page3-20.svg,page2-32.svg,page2-86.svg,page1-13.svg,0.08700835704803467
CD4mcvXRH42XqexiBPaY,0.0209257006645202,0.6879882216453552,0,0,1,-1.0,page6-143.svg,page6-181.svg,page1-25.svg,page8-240.svg,-0.6670625209808351
CDGXfjYketcPrenlYRgI,-0.074103757739067,0.4077959358692169,0,0,1,-1.0,page6-198.svg,page2-67.svg,page7-252.svg,page2-24.svg,-0.4818996936082839
CFZBWgHJIsMWv4sE8XB6,0.2691572904586792,-0.2023366242647171,1,0,0,1.0,page6-92.svg,page2-72.svg,page8-215.svg,page1-10.svg,0.4714939147233963
CGRrUMyeWNUEzbMF2WFD,-0.0658008381724357,-0.0123657220974564,0,1,0,0.0,page9-36.svg,page1-76.svg,page6-94.svg,page6-121.svg,-0.053435116074979305
CHgS59VkpiRAnohc10g7,0.1338054537773132,0.7851441502571106,0,0,1,-1.0,page6-205.svg,page4-89.svg,page4-16.svg,page3-207.svg,-0.6513386964797974
CIDTNPd3pofRLqRNeFvW,-0.1516468971967697,0.6902663707733154,0,0,1,-1.0,page7-69.svg,page3-139.svg,page8-43.svg,page8-41.svg,-0.8419132679700851
CIaIVsIuURyBx6YnOhic,0.7473525404930115,0.193205326795578,1,0,0,1.0,page9-16.svg,page8-160.svg,page7-154.svg,page8-22.svg,0.5541472136974335
CJ4oTcnVYyvlbKT8YGCv,-0.0494793578982353,0.5141338109970093,0,0,1,-1.0,page6-123.svg,page4-162.svg,page4-194.svg,page3-141.svg,-0.5636131688952446
CMBRwASRG2YYZfja0hEx,0.0770428404211998,-0.0509281791746616,0,1,0,0.0,page5-107.svg,page2-157.svg,page7-10.svg,page2-155.svg,0.1279710195958614
CPDSt6cGWnXYwgzSJKD7,-0.0374744534492492,-0.0972394496202468,0,1,0,0.0,page5-187.svg,page6-160.svg,page2-166.svg,page5-87.svg,0.059764996170997606
CRnABOLqboxqrsCjnYH0,1.0,0.0550890155136585,1,0,0,1.0,page8-182.svg,page8-182.svg,page6-181.svg,page2-39.svg,0.9449109844863415
CUH8zy038gxN0bgh54m9,0.665454626083374,0.7690582275390625,0,1,0,0.0,page2-143.svg,page5-178.svg,page4-156.svg,page3-66.svg,-0.10360360145568848
CYg8QkqhnaalGlJi3qUZ,-0.1361166536808014,0.5298565626144409,0,0,1,-1.0,page5-122.svg,page6-142.svg,page3-26.svg,page7-8.svg,-0.6659732162952423
CZ6VY7mG8bMRTF19qKSt,0.621120810508728,0.7045068144798279,0,0,1,-1.0,page2-17.svg,page5-45.svg,page4-5.svg,page3-205.svg,-0.08338600397109985
CbRzkREtrcEzDrQnvvuJ,0.0721990168094635,0.0145422788336873,0,1,0,0.0,page4-16.svg,page8-18.svg,page3-57.svg,page8-46.svg,0.0576567379757762
CbXHtPqhWquoIYVem8A5,0.2799203991889953,0.4373521208763122,0,0,1,-1.0,page7-112.svg,page8-240.svg,page6-113.svg,page1-63.svg,-0.1574317216873169
Cd3kP3r7g8ghRVsBqIGm,-0.1002301424741745,0.6456195712089539,0,0,1,-1.0,page7-132.svg,page7-247.svg,page8-236.svg,page8-18.svg,-0.7458497136831284
CdLCPWceF5Bew1DUzrbl,-0.0884957686066627,0.5729218125343323,0,0,1,-1.0,page7-29.svg,page6-171.svg,page2-145.svg,page4-11.svg,-0.661417581140995
CiFPHzR1w9ngplFwxN77,0.3445070087909698,0.6367610692977905,0,0,1,-1.0,page8-156.svg,page9-15.svg,page2-131.svg,page2-157.svg,-0.29225406050682073
CiYehF5vPOAm1ANIzTa6,0.1786462068557739,0.5515788793563843,0,1,0,0.0,page2-54.svg,page6-100.svg,page5-102.svg,page6-94.svg,-0.37293267250061035
CikMKqbd2EYrPCAnPfNP,-0.032968420535326,0.580219566822052,0,0,1,-1.0,page5-58.svg,page8-56.svg,page5-187.svg,page1-79.svg,-0.613187987357378
CjJ2vS4y0xa5H3fp8PvW,0.2669762670993805,-0.0027704183012247,1,0,0,1.0,page9-16.svg,page8-8.svg,page6-205.svg,page1-168.svg,0.2697466854006052
CkhCBJpWWi3trS4uNtXX,0.5159927010536194,0.6197600364685059,1,0,0,1.0,page2-124.svg,page2-159.svg,page6-78.svg,page4-16.svg,-0.10376733541488647
CmtgNh5moHwO1beXW5H7,-0.2009093612432479,-0.0019998354837298,0,1,0,0.0,page7-102.svg,page9-44.svg,page4-97.svg,page3-207.svg,-0.1989095257595181
Cs4sJ2JsJGRuYL5vwNWU,0.5027809143066406,-0.102742500603199,1,0,0,1.0,page5-139.svg,page6-149.svg,page3-66.svg,page8-169.svg,0.6055234149098396
CvEwAGgHSlQRCxYJcR1S,0.1248813048005104,1.0,0,0,1,-1.0,page7-185.svg,page4-203.svg,page6-171.svg,page6-171.svg,-0.8751186951994896
CyuQ0nvaTi0rVSzCpK8A,0.1195597127079963,0.0841848999261856,1,0,0,1.0,page6-155.svg,page5-106.svg,page7-101.svg,page5-187.svg,0.035374812781810705
Cz3LS7jLLgs8KtLc5mRa,0.6524016261100769,-0.0359084531664848,1,0,0,1.0,page7-145.svg,page2-79.svg,page4-97.svg,page1-42.svg,0.6883100792765617
D4gfWlBWOLkwSwhBf0XH,0.4348354339599609,-0.0802253186702728,1,0,0,1.0,page8-2.svg,page5-87.svg,page4-166.svg,page5-80.svg,0.5150607526302337
D5ORSmxJEn6uNrcPdEGn,0.0667178034782409,0.0250022038817405,0,0,1,-1.0,page6-122.svg,page2-131.svg,page7-135.svg,page4-11.svg,0.0417155995965004
DB5rtS6bsy6WEARQ7m2N,0.4699544310569763,-0.0460373163223266,1,0,0,1.0,page1-24.svg,page4-249.svg,page2-146.svg,page5-71.svg,0.5159917473793029
DDTlQvrA6kIxkXVbhzQp,0.4779273271560669,0.5567514300346375,0,0,1,-1.0,page8-207.svg,page5-215.svg,page7-45.svg,page4-232.svg,-0.07882410287857056
DJMff2OBsZNQmIOLKnhy,-0.0954979434609413,1.0,0,0,1,-1.0,page7-15.svg,page5-71.svg,page7-22.svg,page7-22.svg,-1.0954979434609413
DK6t3tDGwJcWluSic6fi,0.3738279640674591,-0.0352200642228126,0,1,0,0.0,page6-219.svg,page8-157.svg,page5-134.svg,page8-11.svg,0.4090480282902717
DO526VXObCsHgpFCt0zf,0.015997027978301,0.5556334257125854,0,0,1,-1.0,page3-99.svg,page-K.svg,page4-203.svg,page4-212.svg,-0.5396363977342844
DOKSMRxoYuTwmAljlRwI,0.1974187046289444,-0.2083541005849838,1,0,0,1.0,page5-139.svg,page3-139.svg,page7-216.svg,page1-162.svg,0.4057728052139282
DOdRh3emMUdUfR480CNZ,0.3752399384975433,1.0,0,0,1,-1.0,page3-99.svg,page1-51.svg,page5-120.svg,page5-120.svg,-0.6247600615024567
DQBNIkWeLbZU2d6NVmLB,0.717285692691803,-0.0886944681406021,1,0,0,1.0,page7-86.svg,page4-11.svg,page1-73.svg,page6-83.svg,0.8059801608324051
DRcp6bl2f6By3wrcKrAm,0.4987281560897827,-0.1003997772932052,0,1,0,0.0,page8-142.svg,page2-67.svg,page4-16.svg,page1-96.svg,0.599127933382988
DSkmZGqF8jJfbgELAOjC,-0.1716767847537994,1.0,0,0,1,-1.0,page8-236.svg,page7-133.svg,page1-40.svg,page1-40.svg,-1.1716767847537994
DeHNtdfKYfDmygLMl1jW,-0.0240259747952222,0.0976998284459114,0,1,0,0.0,page5-40.svg,page4-208.svg,page1-54.svg,page3-33.svg,-0.12172580324113359
DhxWRCB7CJcfyui2Wh9i,0.4588412344455719,-0.1315470784902572,1,0,0,1.0,page8-216.svg,page7-40.svg,page4-201.svg,page5-74.svg,0.5903883129358292
Diw0fmSYaBwebqBzZetP,0.1021630391478538,0.3437552750110626,0,0,1,-1.0,page7-40.svg,page2-164.svg,page9-34.svg,page6-52.svg,-0.24159223586320883
Dl0xwLVSmL7OihBkT25I,0.6511492133140564,0.444966584444046,0,1,0,0.0,page1-5.svg,page1-38.svg,page5-105.svg,page4-213.svg,0.20618262887001038
