,block,snd_value,snd_class,sec_until_click,correct,controlled,response,game_id,speaker_desc,speaker_len,listener_desc,listener_len,total_len,chat_len,target
132,0,0.983333333333333,high,4,True,False,page8-188.svg,ysgn3qyCwn9CR8HiY,"['looks like a shoe', 'a boot', 'with a pointed knee']",10,[''],1,11,4,page8-188.svg
133,4,0.990740740740741,high,1,True,True,page9-11.svg,WYGLaqqjz2oKmegF5,"['shape with white rectangle in the middle', 'yeah']",8,['O shaped'],2,10,3,page9-11.svg
134,0,0.983333333333333,high,5,True,True,page8-188.svg,fykfQxfgLMTtPxajN,"['dumbell', 'perch', 'grip']",3,[''],1,4,4,page8-188.svg
135,0,0.933333333333333,high,28,False,False,page7-252.svg,nneQrXMkMoBwsA39P,"['Looks like a fun but the handle is upwards', 'At the top of the handle is a triangle', 'The triangle is pointed upwards']",23,[''],1,24,4,page5-87.svg
136,0,0.955555555555556,high,2,True,False,page8-118.svg,87qTyjteqHhW7Tpkd,"['triangle bottom', 'looks like palm tree', 'a bit']",8,[''],1,9,4,page8-118.svg
137,1,0.988888888888889,high,8,True,True,page4-150.svg,7aSBLC67wzDw4kuC6,"['Looks like a street sign', 'square top with angled lower half']",11,[''],1,12,3,page4-150.svg
138,4,1.0,high,4,False,True,page6-240.svg,4hmZ623FgZuH3A2gD,"['has a point coming off the right side and is a wried shape', 'looks like a house on it side']",20,['square on top'],3,23,3,page7-191.svg
139,2,0.922222222222222,high,7,True,False,page2-79.svg,Kw6oSMYPaiajMaAK3,['square house with chimney'],4,[''],1,5,2,page2-79.svg
140,2,0.961111111111111,high,5,True,False,page1-113.svg,jtAxitc55Avdzyx7C,"['anvil lookalike', 'small triangle into big']",6,['more info'],2,8,3,page1-113.svg
141,0,0.990740740740741,high,2,False,False,page8-239.svg,t4yc5Zp2TSPejKwW8,"['an object looking to the right', 'an animal']",8,['does it look like an animal or a letter'],9,17,3,page6-240.svg
142,0,0.892592592592593,high,5,True,True,page6-179.svg,87qTyjteqHhW7Tpkd,['hunched over person'],3,[''],1,4,2,page6-179.svg
143,0,0.95,high,3,True,False,page7-169.svg,HXJ8rqCutqjpvfhNp,"['A triangle pointed to the right', 'yes towards the left']",10,['does it have a little tail'],6,16,3,page7-169.svg
144,0,0.933333333333333,high,18,False,False,page8-156.svg,LYvnioYGtCpdKE5y2,"['Looks like a map', 'A map']",6,['Need more please'],3,9,3,page8-235.svg
145,3,0.976851851851852,high,2,True,True,page5-134.svg,GvKqmzaRNpoDLRkWv,"['looks like 2 fangs', 'or three teeth', 'pointing down']",9,[''],1,10,4,page5-134.svg
146,2,0.840740740740741,low,7,True,False,page4-16.svg,Kw6oSMYPaiajMaAK3,['person kicking leg up to the left'],7,[''],1,8,2,page4-16.svg
147,0,0.672222222222222,low,4,True,False,page5-174.svg,7aSBLC67wzDw4kuC6,"['A man playing a ball with his right leg', 'Yes']",10,['Square head'],2,12,3,page5-174.svg
148,2,0.947222222222222,high,9,True,True,page4-193.svg,RioKfCbKjZsCqiEW4,"['man holding a flying kite to the right', 'yes a kite  rectangle shape']",14,['like rectangle top'],3,17,3,page4-193.svg
149,4,0.768518518518518,low,2,True,False,page2-100.svg,aLT3NYxYWHxNWHpsN,['a stop sign with wave pole'],6,[''],1,7,2,page2-100.svg
150,0,0.987037037037037,high,3,True,True,page4-220.svg,WYGLaqqjz2oKmegF5,"['tick sign pointing the right', 'yes']",6,['does it look like a backwards j'],7,13,3,page4-220.svg
151,2,0.990740740740741,high,17,False,True,page6-192.svg,LYvnioYGtCpdKE5y2,"['Like a Buddist monk small head long wide body', 'Wide at botto']",12,[''],1,13,3,page7-218.svg
152,1,0.812962962962963,low,2,True,False,page2-126.svg,NrMLccbNao9XPX7Pr,"['it looks like a upside down arrow', 'thick']",8,['thin or thick body'],4,12,3,page2-126.svg
153,0,0.825925925925926,low,2,True,False,page2-65.svg,FQb7FGBwtgj3hFigv,"['BOAT', 'YES']",2,['with a person'],3,5,3,page2-65.svg
154,1,0.961111111111111,high,15,True,False,page4-194.svg,NrMLccbNao9XPX7Pr,"['it looks straight with a pointy top', 'no like a birds bill']",12,['like a hammer'],3,15,3,page4-194.svg
155,0,0.844444444444444,low,5,True,False,page2-54.svg,Z55bteYGPcFwKvWb3,['top of a cigarette carton straight line with triangles coming from bottom'],12,[''],1,13,2,page2-54.svg
156,0,0.962121212121212,high,10,True,False,page2-145.svg,Qg3XJk4dBFRrJE2WA,['guy kneeling and facing left'],5,[''],1,6,2,page2-145.svg
157,3,0.851851851851852,high,8,True,True,page2-152.svg,7aSBLC67wzDw4kuC6,"['Two people talking to each other', 'two diamond shaped heads facing each other']",13,[''],1,14,3,page2-152.svg
158,2,0.977777777777778,high,3,True,True,page5-74.svg,F2GkaqGEehkz6K6eg,"['looks like a jetpack', 'yea thats the one']",8,['like the bat one'],4,12,3,page5-74.svg
159,0,1.0,high,1,True,False,page6-245.svg,GvKqmzaRNpoDLRkWv,"['like a person sitting upside down', 'yes']",7,['with a hat'],3,10,3,page6-245.svg
160,0,0.968518518518519,high,4,False,False,page3-86.svg,WTDxTX72c7aqxSxqp,"['hammer', 'hammer like with a weird shaped handle']",8,['more'],1,9,3,page4-97.svg
161,1,0.87962962962963,high,5,True,False,page4-89.svg,fykfQxfgLMTtPxajN,"['an open can pouring', 'a man looking down', 'a leg up']",11,[''],1,12,4,page4-89.svg
162,0,0.844444444444445,low,3,True,False,page4-156.svg,Zs2cbSHmvytSeDxbp,"['cigarette shape', 'yeah']",3,['pointing right'],2,5,3,page4-156.svg
163,4,0.953703703703704,high,10,True,True,page3-8.svg,7aSBLC67wzDw4kuC6,"['Looks like a bow tie', 'or a blocky moustache', 'straight top line with two pointy bottom ends']",17,[''],1,18,4,page3-8.svg
164,2,0.985185185185185,high,2,True,True,page6-198.svg,q8TMjYJaqc6hTPnqs,"['A bowl on top of a large base', 'two']",9,['two or three layers'],4,13,3,page6-198.svg
165,0,0.977777777777778,high,3,True,False,page5-28.svg,wBY5RdB4e8DY4eD2T,"['rectangle image with a part coming out of right', 'sideways on right']",12,['Is the rectangle sideways or going upwards'],7,19,3,page5-28.svg
166,4,0.777619047619048,low,6,True,False,page6-23.svg,Zs2cbSHmvytSeDxbp,"['person praying', 'flat bottom', 'head down']",6,[''],1,7,4,page6-23.svg
167,1,0.955555555555556,high,5,True,False,page2-187.svg,7aSBLC67wzDw4kuC6,"['odd looking shape', 'straight down with bend at the end', 'pointed at the top']",14,[''],1,15,4,page2-187.svg
168,1,0.9,high,5,True,False,page1-183.svg,LeX3Jahr3QGT6aBZi,"['arrow', 'yes']",2,['on a stand'],3,5,3,page1-183.svg
169,0,0.977777777777778,high,6,True,True,page6-83.svg,3whbtG3epGkWgTWoq,"['it looks like a dinosaur reaching up', 'it has 2 pointy legs']",12,['theres 2 like thatdoes it have a thick neck or thin'],11,23,3,page6-83.svg
170,3,0.844444444444445,low,10,True,False,page4-156.svg,LYvnioYGtCpdKE5y2,"['The long bladed knife', 'With handle', 'Flat surface']",8,[''],1,9,4,page4-156.svg
171,0,0.777619047619048,low,6,True,False,page6-23.svg,Zs2cbSHmvytSeDxbp,"['person with their hands up like a prayer almost', 'head down', 'not looking up']",14,[''],1,15,4,page6-23.svg
172,4,0.958333333333333,high,12,True,True,page7-33.svg,LYvnioYGtCpdKE5y2,"['Not had before vertical block two points to right', 'Big block', 'Jagged at right side']",15,[''],1,16,4,page7-33.svg
173,4,0.985185185185185,high,7,True,False,page6-198.svg,ovxMKmT3ueGohm4Gw,"['two triangle down and left', 'no']",6,['with a weird square'],4,10,3,page6-198.svg
174,2,0.95,high,7,True,False,page7-169.svg,HXJ8rqCutqjpvfhNp,"['a triangle', 'towards the right']",5,[''],1,6,3,page7-169.svg
175,0,0.935185185185185,high,5,True,False,page1-56.svg,Hx9XTmMHdgbjpTQYw,"['looks like a form of building', 'has a triangle on top', 'almost like a rocket']",15,[''],1,16,4,page1-56.svg
176,1,1.0,high,2,True,True,page6-155.svg,q8TMjYJaqc6hTPnqs,"['The Loch Ness monster', 'Yes']",5,['long neck'],2,7,3,page6-155.svg
177,0,0.977777777777778,high,2,True,False,page7-17.svg,DKPcxC567vvBA4csd,"['a chimney flat at the top', 'small triangle missing at the bottom']",12,[''],1,13,3,page7-17.svg
178,0,0.961111111111111,high,12,False,False,page2-131.svg,NrMLccbNao9XPX7Pr,"['it has a long bottom part and then a triangle on top and a square on top of that', 'hard to desrcribe', 'on left it looks like it can rest on a shelf']",33,[''],1,34,4,page4-194.svg
179,1,0.992592592592593,high,15,True,False,page8-217.svg,LYvnioYGtCpdKE5y2,"['Like a broken piece in 2 parts  not one we had yet', 'Like a split block']",17,['v'],1,18,3,page8-217.svg
180,0,1.0,high,5,True,False,page2-20.svg,Tc2wRMWLp4GmwgzZe,"['it looks like a head with large triangle pointy ears', 'a large neck']",13,['Does it have a neck'],5,18,3,page2-20.svg
181,2,0.965277777777778,high,2,False,False,page6-38.svg,t4yc5Zp2TSPejKwW8,"['object looking vertical  symetrical shape', 'sideways']",7,['the sideways square on top or the diamond'],8,15,3,page3-193.svg
182,0,0.935185185185185,high,4,False,False,page7-147.svg,JoHuebSfKZ4gxMXfZ,"['rocket ship', 'yeah']",3,['is it the one with a diamond head'],8,11,3,page3-32.svg
183,4,0.922222222222222,high,55,True,False,page2-79.svg,Kw6oSMYPaiajMaAK3,"['Its the house', 'again']",4,[''],1,5,3,page2-79.svg
184,3,0.961111111111111,high,1,True,False,page7-16.svg,WYGLaqqjz2oKmegF5,"['house on top', 'crab claw']",5,[''],1,6,3,page7-16.svg
185,4,0.946296296296296,high,1,True,False,page6-94.svg,t4yc5Zp2TSPejKwW8,"['the bird shape with head pointing down looking right', 'yes']",10,['the one you just picked'],5,15,3,page6-94.svg
186,1,0.988888888888889,high,5,True,False,page3-133.svg,fykfQxfgLMTtPxajN,"['a cube sitting in a funnel on a stand', 'a house with a big chimney']",15,['with like a house base'],5,20,3,page3-133.svg
187,1,0.990740740740741,high,9,True,True,page4-238.svg,wBY5RdB4e8DY4eD2T,"['Looks a bit like a fish', 'It is rotated vertically rather than horizontal', 'It has a flat bit at the bottom and jagged bit at the top']",27,[''],1,28,4,page4-238.svg
188,0,0.965740740740741,high,9,True,True,page7-194.svg,tvEfrizb6JsnuRojF,"['a timer with a diamond on top', 'and a triangle on bottom']",12,['g'],1,13,3,page7-194.svg
189,4,0.992592592592593,high,8,True,False,page8-217.svg,LYvnioYGtCpdKE5y2,"['rbisland', 'Broken island']",3,['need more'],2,5,3,page8-217.svg
190,0,0.992222222222222,high,3,True,False,page2-106.svg,3uE7F4p5foAwjTXKt,"['face of a robot', 'yes']",5,['is there any whitespace'],4,9,3,page2-106.svg
191,0,0.777777777777778,low,5,True,False,page2-86.svg,87qTyjteqHhW7Tpkd,"['to squares on upper right', 'triangles on bottom', 'squares upper right and left']",13,[''],1,14,4,page2-86.svg
192,0,0.688518518518519,low,8,True,False,page3-163.svg,jN767K8sXvqrSmFwu,"['seal with ball', 'or dolphin']",5,['explain more please'],3,8,3,page3-163.svg
193,0,0.935714285714286,high,16,True,False,page6-158.svg,7c2XQwFP7pYAuQRhh,"['looks like a cock with its red comb on the head', 'cockerel', 'facing the left']",15,[''],1,16,4,page6-158.svg
194,3,0.927777777777778,high,20,True,True,page3-130.svg,7c2XQwFP7pYAuQRhh,"['like a pine tree being cut down', 'like part of it is falling down after being cut down', 'its falling towards the right']",23,[''],1,24,4,page3-130.svg
195,0,0.961111111111111,high,4,True,False,page3-95.svg,RwBE2er5sGcgxnt66,"['It is a rectangle with a stack on top', 'Yes']",10,['is it slanted'],3,13,3,page3-95.svg
196,0,1.0,high,2,True,False,page2-133.svg,eGbuzD7obJMw2QeJG,"['shovel', 'yes']",2,['is the shovel part leaning to the right and the handle is straight up'],14,16,3,page2-133.svg
197,3,0.957407407407407,high,8,True,False,page9-27.svg,RC9AkCbhNcvT76Wm9,['goblet with a large rim sitting on a triangle'],9,['captain hook'],2,11,2,page9-27.svg
198,2,0.685185185185185,low,4,True,True,page8-248.svg,Bn9MEh9Dku6N4h944,"['a horse with head on the left', 'yes']",8,['Triangular head'],2,10,3,page8-248.svg
199,0,0.883333333333333,high,5,False,False,page1-77.svg,5zavZ7Wzuj8LSHeSM,"['A tool for drilling into the earth', 'like a spear pointing down', 'not the one that looks like a sword']",20,[''],1,21,4,page6-16.svg
200,0,0.668518518518519,low,11,True,True,page-F.svg,N6BXBSAYYi6zYc2DW,"['A person sitting on the wall', 'Back on the wall']",10,[''],1,11,3,page-F.svg
201,0,0.953703703703704,high,6,True,False,page-B.svg,RwBE2er5sGcgxnt66,"['It kind of looks like a woman with a ponytail sitting facing the left', 'There is a square in the middle with two triangles below it on the left and right']",31,[''],1,32,3,page-B.svg
202,2,0.925925925925926,high,3,True,False,page4-239.svg,RwBE2er5sGcgxnt66,"['You described it as a square with a hard base', 'Yes']",11,['three pointed base'],3,14,3,page4-239.svg
203,0,0.911111111111111,high,6,True,False,page4-165.svg,3YjD8Aj5JsDYXiwqG,['a rectangle with a slope facing left'],7,[''],1,8,2,page4-165.svg
204,3,0.650925925925926,low,1,True,True,page6-175.svg,XSQXte7Rd8L9hwyFc,"['Little diamond on top right  fancy shape below', 'yes']",10,['look like a man sitting facing left with his legs and feet'],12,22,3,page6-175.svg
205,2,0.635185185185185,low,4,True,True,page7-183.svg,RC9AkCbhNcvT76Wm9,"['yea that one', 'bird flying looking right']",7,[''],1,8,3,page7-183.svg
206,0,0.777777777777778,low,1,True,True,page5-165.svg,LY3RY7FnYQgDtcQ8g,"['sword like thing pointing up', 'yes']",6,['flat base'],2,8,3,page5-165.svg
207,0,0.848148148148148,low,9,False,False,page4-118.svg,2ZnY22dPDKc2ByrNc,['This one is a black shape with many triangles and a black diamond for the head of the shape with white triangles for feet'],24,[''],1,25,2,page3-99.svg
208,0,0.861111111111111,high,2,True,False,page5-99.svg,hSDF2WFEPAjfpyCtf,"['the imag elooks like a dog barking', 'right']",8,['which way is it facing'],5,13,3,page5-99.svg
209,0,0.925925925925926,high,11,False,False,page5-153.svg,RwBE2er5sGcgxnt66,"['It kind of looks like a dreidel', 'Oh its like the Jewish top']",13,['wHats that'],2,15,3,page4-239.svg
210,0,0.985185185185185,high,2,True,False,page6-198.svg,nBQixTvaWeN8mKaKE,"['this looks like a small bowl on top of a rock with a little cut at the bottom', 'this ones hard idk']",22,[''],1,23,3,page6-198.svg
211,0,0.87962962962963,high,2,True,False,page5-176.svg,4DAz8kzzePJqjLfru,"['looks like a torpedo with a triangle bottom', 'yes']",9,['arrow top'],2,11,3,page5-176.svg
212,3,0.777777777777778,low,3,True,True,page7-79.svg,DtndyxmGGcbnYbsno,['looks like a random shape but it has a triangle at the bottom'],13,[''],1,14,2,page7-79.svg
213,0,1.0,high,9,True,False,page7-191.svg,y8xxpBGbhhSLNEqWm,"['This one looks like the right half of a diamond', 'But there is a point emerging from the right of the diamond']",22,[''],1,23,3,page7-191.svg
214,0,0.911111111111111,high,3,True,False,page6-6.svg,4DAz8kzzePJqjLfru,"['a dog with a diamond head facing straight at you', 'dog with 2 triangle legs']",15,[''],1,16,3,page6-6.svg
215,1,0.544444444444445,low,3,True,True,page5-96.svg,nBQixTvaWeN8mKaKE,['‘cat facing left'],3,[''],1,4,2,page5-96.svg
216,0,1.0,high,4,True,False,page7-202.svg,eGbuzD7obJMw2QeJG,"['traffic light', 'no triangle on the bottom point to point']",10,['like a person walking'],4,14,3,page7-202.svg
217,0,0.897777777777778,high,3,True,False,page6-43.svg,jJGPjD2pPRYatdRR7,"['square on top point underneath squares on the sides', 'yes']",10,['little gap below the square'],5,15,3,page6-43.svg
218,1,0.967592592592593,high,4,True,False,page7-164.svg,RC9AkCbhNcvT76Wm9,"['square rotated on the bottom with', 'looks like half a goblet']",11,[''],1,12,3,page7-164.svg
219,0,0.733333333333333,low,4,True,True,page7-35.svg,nBQixTvaWeN8mKaKE,['A boat facing its left'],5,[''],1,6,2,page7-35.svg
220,4,0.751851851851852,low,2,True,True,page5-26.svg,HQfR6YA7JXPhQfRkC,"['a heart 3', 'with  tringle']",6,[''],1,7,3,page5-26.svg
221,0,0.716666666666667,low,5,True,True,page6-196.svg,HvirHRMAT4tsSydCz,['Looks like a person sitting to the right'],8,[''],1,9,2,page6-196.svg
222,0,0.661111111111111,low,5,True,False,page1-185.svg,RC9AkCbhNcvT76Wm9,"['looks like a big diamond on a small pyramid', 'top cut off']",12,[''],1,13,3,page1-185.svg
223,0,0.965277777777778,high,2,False,False,page3-37.svg,HQfR6YA7JXPhQfRkC,"['skyrocket', 'yeah']",2,['is it vertical'],3,5,3,page3-193.svg
224,2,0.961111111111111,high,1,True,False,page3-95.svg,RwBE2er5sGcgxnt66,"['Like a rectangle with a slant on top', 'yes']",9,['slant to right'],3,12,3,page3-95.svg
225,0,1.0,high,7,True,False,page2-133.svg,B5ziWAf3qGfwgGX6q,"['chimney', 'square top']",3,['can you describe it a bit more The Shape'],9,12,3,page2-133.svg
226,3,0.744444444444444,low,1,True,False,page5-102.svg,LY3RY7FnYQgDtcQ8g,"['vertical thingy with triangles pointing left', 'correct']",7,['single midpoint on right'],4,11,3,page5-102.svg
227,2,0.894444444444445,high,1,True,False,page4-92.svg,4DAz8kzzePJqjLfru,"['chicken facing left', 'right']",4,[''],1,5,3,page4-92.svg
228,2,0.937037037037037,high,5,True,False,page3-198.svg,3L7pCoyNJM5hRnz9G,"['a person kneeling with his left knee', 'left']",8,['facing right or left'],4,12,3,page3-198.svg
229,1,0.955555555555556,high,12,True,False,page1-26.svg,DtndyxmGGcbnYbsno,"['letter with partail triangle at the bottom', 'capital letter']",9,['T'],1,10,3,page1-26.svg
230,0,0.946296296296296,high,13,False,False,page3-53.svg,8q9BzwSiFsxFz6GZD,"['Looks like some kind of winged animal', 'Square in the middle two triangles pointing down']",15,['is it standing'],3,18,3,page3-20.svg
231,4,0.622222222222222,low,1,True,False,page5-56.svg,eMo6TEfxyJ6wjC63Z,"['my mountain', 'range']",3,['the range or single mountain'],5,8,3,page5-56.svg
232,1,0.622222222222222,low,3,True,False,page5-56.svg,eMo6TEfxyJ6wjC63Z,['mountain range'],2,[''],1,3,2,page5-56.svg
233,1,0.848148148148148,low,23,True,False,page3-99.svg,2ZnY22dPDKc2ByrNc,['flame on top over a chevron'],6,['describe the shapes from top to bottom'],7,13,2,page3-99.svg
234,2,0.751851851851852,low,5,True,True,page5-26.svg,nBQixTvaWeN8mKaKE,"['upside down triangle at the bottom', 'crown at top']",9,[''],1,10,3,page5-26.svg
